artist_id,similar_to_artist_id
1548,3580
1548,245
1548,1290
1548,2809
1548,2893
1548,1247
1548,282
232,540
232,340
232,2472
232,2159
232,2126
232,924
232,66
232,3070
232,927
232,2180
232,3435
232,2349
232,3114
232,715
232,478
232,8
232,2037
232,168
232,2184
232,497
232,1365
232,936
232,3662
3134,2502
3134,1172
3134,2139
3134,1406
3134,3021
3134,2369
3134,2590
3134,226
3134,2707
3497,764
3497,1329
3497,1149
3497,633
3497,1119
3497,1638
3497,1173
3497,401
3497,2227
2260,1696
2260,2778
2260,2804
2260,2001
2260,1693
1902,2431
1902,1675
1902,3571
1902,1128
1902,111
2259,3880
2259,3325
2259,281
2259,188
3609,2306
3609,1710
3609,1709
3609,1050
3609,282
3609,1436
3609,2313
3609,1539
1659,551
1659,3755
1659,2424
1659,458
1659,1141
3220,528
3220,285
3220,32
3220,2729
3220,3546
3220,171
3220,3445
3220,1028
3220,1194
3220,78
3220,2073
3220,1235
3220,1142
3220,2119
3220,1482
3220,523
3220,3701
3220,2143
3220,339
16,1635
16,3146
16,2714
16,320
16,1198
16,828
2646,3850
2646,1629
2646,3329
2646,2714
2646,130
2646,42
2646,3048
2646,303
2646,436
2646,320
2646,255
2646,799
2646,2148
2646,2804
2646,1861
2646,828
2646,1079
3493,1306
3493,1890
3493,2568
3493,2027
3493,730
3493,2794
3493,1136
3493,1243
3493,539
3493,869
3493,2363
3493,6
3493,1645
3493,1199
3493,1656
3493,1849
3493,2892
3493,571
3493,1449
3493,3075
3493,1120
3327,1428
3327,3663
3327,2230
3327,281
3327,781
1600,846
1600,1036
1600,1298
1600,1071
1600,73
1600,1947
1600,671
1600,523
1600,2295
1600,555
1600,244
1600,42
1600,1663
1600,19
1600,1245
1600,3581
1600,1516
1600,1985
3631,61
3631,3195
3631,132
3631,2444
3631,2638
3631,157
3631,604
3631,2927
3631,859
3631,1976
3631,777
3631,2746
3631,2050
3631,1755
3631,1067
3631,668
3631,3531
3631,2904
3631,531
48,1208
48,1489
48,2392
48,3269
48,2355
48,1182
2803,139
2803,3887
2803,697
257,2269
257,249
257,3155
2307,809
2307,2499
2307,553
2307,3248
2307,1861
2307,3245
2307,447
2307,964
2307,441
2307,3663
3208,1050
3208,3521
3208,3292
3208,3204
3208,1020
3208,1171
3208,1773
3208,3548
2099,931
2099,164
2099,3099
2099,2155
2099,2224
2099,612
2099,820
2099,651
2099,1908
2099,2482
2099,670
2099,1085
2099,648
2099,1831
2099,2968
2099,2920
2099,1131
2099,950
2099,1142
2099,1912
2099,3575
2099,939
2099,2398
2099,2276
2099,3151
2099,3230
3069,1106
3069,138
3069,2756
3069,2460
3069,987
3069,2945
3069,605
3069,1959
3069,1507
3069,3523
3752,2630
3752,2412
3752,2338
3752,1874
3752,1495
3752,1407
3752,1173
3752,148
3752,2015
3752,2763
3752,907
3752,2227
3752,1149
3752,3476
3752,764
3752,876
3752,1209
3752,2021
3752,633
3752,1636
3752,357
3752,401
3752,1329
3752,3876
3752,1638
3752,1426
3752,2913
3752,12
3752,3149
1840,368
1840,3760
1840,3589
1840,2546
1840,2486
1840,3626
1840,1556
1840,1957
3348,3169
3348,1191
3263,3555
3263,444
3263,1970
3263,1486
3263,232
33,156
33,3660
33,2110
33,670
33,923
33,164
33,1787
33,820
33,1651
33,1912
33,1813
33,418
33,3640
33,1085
33,83
33,931
33,612
33,85
33,3099
33,1701
33,1142
33,2920
33,2224
33,351
33,3151
33,2971
33,3575
33,1908
33,2968
33,1811
33,1658
33,2099
33,3409
1101,2870
1101,2546
1101,246
1101,914
1101,1344
1101,1070
1101,368
1124,3325
1124,3775
1124,3722
1124,1091
1124,2556
1124,1502
1124,829
1124,2640
1124,181
1124,281
1124,3116
1124,3396
1124,1261
1124,781
3131,3176
3131,3644
3131,2419
408,790
408,1857
408,149
408,739
408,561
408,2249
408,2086
408,2097
408,1371
408,2459
408,3454
408,839
408,1333
408,396
408,2340
408,305
408,1868
3141,3193
3141,3406
3141,3719
3141,2094
3141,944
3141,320
3141,1635
3141,1696
3141,1277
3141,324
3141,42
3141,502
3141,2346
3141,940
3141,2043
3141,828
3141,1974
1485,1792
3654,3769
3654,3259
3654,582
3654,895
480,1957
480,918
480,2138
480,2526
480,2645
480,1842
480,2419
480,1433
480,1154
480,1429
1964,2981
1964,2577
1964,50
1964,1020
1964,1033
1964,2197
1964,1207
1964,59
1964,1063
1964,2742
1964,2396
1964,3204
1964,1442
1964,76
1964,42
1964,2179
1964,1430
1964,2087
1047,2665
1047,143
1047,683
1047,1851
1047,555
1047,581
3050,1037
3050,2219
3050,1801
3050,3389
3050,3666
2667,686
2667,2421
2667,799
2667,2958
2667,851
2667,340
2667,1457
2667,3114
2667,2184
2667,3662
2667,605
1039,872
1039,1412
1039,1387
1039,538
1039,388
1039,2010
1039,989
1039,1469
1039,1650
1039,3205
1039,762
1039,2066
1325,1413
1325,2977
1325,2781
1325,854
1325,791
1325,1055
1248,3888
1248,24
1248,510
1248,160
1248,3700
1248,373
1248,1579
1248,81
1248,3817
907,2498
907,2412
907,2630
907,2015
907,1407
907,2775
907,2918
907,1150
907,1874
907,2227
907,1149
907,1636
907,3876
907,2794
907,1495
907,2913
907,71
907,3476
907,1209
907,401
907,12
907,1628
907,357
907,1119
907,2021
907,835
907,2985
907,314
907,3777
907,1173
3108,1702
3108,2954
3108,3585
3108,1157
3108,3860
3108,2769
3108,3240
3108,693
2222,2665
2222,1396
2222,336
2222,1336
2222,555
2222,1047
2222,581
2222,383
2223,2969
2223,99
2223,1797
2223,2612
2223,1264
3385,2565
3385,3269
3385,3512
3385,272
3385,1409
3385,3793
1128,954
1128,2426
1128,329
1128,3145
1128,420
1128,2
1128,2143
1128,639
1128,111
1128,2996
497,1294
497,478
497,924
497,1484
497,3350
497,2295
497,140
497,415
497,540
497,1713
497,3070
497,2421
497,352
497,3114
497,66
497,2037
497,2891
497,771
497,852
497,936
497,198
497,41
497,2422
497,3605
497,2846
2253,3654
2253,3259
2253,3267
3297,115
3297,1339
3297,1103
3297,3572
3297,1735
3297,725
3247,1484
3247,2945
2680,3139
2680,1382
2680,1852
2680,3465
203,396
203,335
203,2519
203,3222
203,3669
203,1551
203,1478
203,476
203,1646
203,2214
203,839
203,141
203,1154
203,762
3736,3123
3736,2825
3736,685
3736,1096
3852,1135
3852,796
3852,1740
3852,109
3852,1576
3852,1520
3852,1230
3852,745
3852,1707
3852,1087
3852,2072
3852,762
3852,605
3852,2756
3852,874
3852,2422
2943,1033
2943,836
2943,184
2943,1097
2943,987
2943,296
2943,1507
2943,3200
3568,1946
3568,1652
3568,541
3568,1424
3568,1113
3568,841
3568,1754
3568,2390
3568,2174
3568,362
3568,1530
2374,945
2374,2740
2374,2471
2881,864
2881,3206
2881,2536
2881,2845
2881,24
2881,2467
2881,937
2513,3750
2513,1702
2513,2854
2513,1022
2513,3240
2513,2701
2513,2964
2513,3431
2513,1263
2513,3585
2513,2503
2513,675
2513,1157
2513,2724
2513,3615
3549,209
3549,1756
3549,3440
3549,1369
3549,125
3549,3606
3549,883
3549,2725
3549,2265
3549,1168
3549,1554
3549,491
3549,2516
3549,867
3549,3363
3165,1571
3677,2612
1468,2861
1468,228
1468,2695
1468,2383
1468,1325
1468,2075
1468,830
1468,460
88,2570
88,638
88,1340
88,2500
88,618
88,2398
88,1587
88,21
88,2866
88,1831
88,3516
88,3860
88,1908
88,3281
88,2099
88,487
88,1531
88,3099
88,3624
88,2720
2101,2459
2101,739
2101,305
2101,141
2101,439
2101,2097
2101,3513
2101,1642
2101,15
2101,2020
2101,839
2101,2458
2101,725
2101,1759
2101,1392
2101,3222
2151,2562
2151,3128
2151,1417
2151,2044
2151,703
2151,1219
2151,2661
2151,1999
2151,2847
2151,2189
2151,1570
2151,1967
2151,656
2151,1107
2151,3838
3417,1533
3417,2158
3417,2979
3417,2123
3417,1166
3417,1470
3417,2069
1001,2379
1001,197
1001,3730
1001,1654
1001,2851
1001,3646
1001,1054
1001,3035
1001,3373
1001,3791
1001,2322
1001,2140
1001,2395
1669,699
1669,1500
1669,1166
1669,833
1669,1663
1669,3789
1669,2170
1669,46
1669,3242
1669,2691
1669,681
1669,2326
1669,1338
1669,3157
1669,3048
1669,143
1669,1542
1669,1591
1669,437
1669,2018
1669,3606
1669,364
1669,2966
1669,294
1669,112
1669,942
1669,1168
1669,3690
1669,555
1669,1394
1669,194
1669,2827
1669,2644
603,3679
603,1344
603,1762
603,3462
603,2608
603,932
603,1716
603,259
603,928
603,229
603,1260
603,1951
603,1975
603,52
603,3092
603,1630
603,292
603,1606
603,2088
603,94
603,1519
603,3413
603,384
603,2963
603,2829
603,3382
603,3441
603,847
898,2392
3395,1454
3395,1722
3395,108
3395,1302
3395,703
3395,1402
3395,3747
3395,2044
3395,1570
3395,2156
3395,3550
3255,2844
2736,2842
2736,99
2736,2223
707,2239
707,1414
707,1323
707,2301
707,1565
707,551
707,3527
707,3079
707,1012
707,152
707,1508
487,530
487,2720
487,638
487,1831
487,2570
487,1059
487,2968
487,931
487,2155
487,2500
487,3099
487,2099
487,1531
487,939
487,820
3798,1095
3798,1851
3798,3264
3798,917
3798,1386
3798,2381
3798,1919
3798,3597
1811,670
1811,164
1811,2968
1811,2920
1811,3151
1811,3640
1811,1912
1811,612
1811,3660
1811,1131
1811,3099
1811,1787
1811,1142
1811,2110
1811,1200
1811,156
1811,923
1811,1813
1811,2683
1811,3333
1811,2155
1811,2224
1811,3505
1811,289
1811,83
1811,1908
1811,2971
1811,167
1811,351
1811,931
1811,820
1811,1701
1811,1463
1811,1083
1811,3649
1811,672
1811,1938
1811,754
1811,418
1811,3575
1811,648
1811,2482
1811,2276
1811,628
1811,3409
215,682
215,1490
215,3858
215,3096
215,2496
215,1025
215,2380
215,589
215,1265
215,3495
215,2557
215,1287
215,1050
215,3153
2227,1407
2227,2054
2227,1589
2227,357
2227,2794
2227,71
2227,1032
2227,12
2227,1209
2227,1628
2227,1541
2227,2575
2227,42
2227,2918
2227,3625
2227,1329
2227,1119
270,2256
270,3222
270,1551
270,2448
270,3747
270,2686
270,2810
2798,1145
2798,1713
2798,1070
1625,838
1625,2313
1625,235
1625,1875
2892,1890
2892,1243
2892,730
2892,2363
2892,2027
2892,3075
2892,1199
2892,12
2892,539
2892,1645
2892,1306
2892,1136
2892,1067
2892,783
2892,869
2892,3876
2892,3149
2892,531
2892,2927
2892,939
2892,1173
2892,1849
2892,3631
2892,2050
2892,2412
2892,3011
2892,2794
2892,604
2892,2568
2892,2444
2892,1499
2892,132
2892,777
2892,1649
2892,859
2892,3472
2892,2638
1453,2457
1453,2296
1453,2300
1453,1013
1453,517
1453,1743
1453,3152
1453,1144
1453,621
1453,667
1453,930
1453,2332
1453,302
1453,2254
1453,2437
804,192
804,2824
804,460
804,402
804,228
804,2096
804,1215
804,176
804,2977
804,2861
804,2695
804,1866
804,3674
804,3344
804,757
804,758
804,1647
804,3357
804,760
804,405
668,604
668,132
668,2444
668,3195
668,61
668,2638
668,859
668,3631
668,777
668,692
668,878
668,1670
668,1438
668,531
668,1371
668,2927
668,2007
668,2246
668,764
668,783
1560,2225
1560,1658
1560,1285
1560,505
136,1096
136,2821
1465,541
1465,1985
1465,1560
1465,1620
735,1486
735,1970
735,444
735,2242
735,686
735,36
735,2158
735,2159
735,924
735,168
735,193
735,2216
735,41
735,868
735,230
735,198
735,852
735,891
735,3378
735,2422
735,1712
735,53
735,2830
735,1740
3114,2295
3114,478
3114,1484
3114,2421
3114,3350
3114,288
3114,340
3114,497
3114,3070
3114,1294
3114,715
3114,1390
3114,3435
3114,2852
3114,232
3114,924
3114,3490
3114,533
3114,66
3114,2472
3114,2037
3114,168
3114,1448
3114,580
3114,1584
3114,444
3114,5
3114,8
2163,1969
2163,3310
2163,581
650,2167
650,415
650,497
650,1048
650,1699
3716,1511
3716,1969
3716,2032
143,3048
143,3157
143,46
143,555
143,1663
143,1954
143,1047
143,336
143,2350
143,3606
143,3242
143,2827
143,883
143,2905
143,3789
143,2966
143,2691
143,294
143,1168
143,981
143,1591
143,681
143,794
143,2542
2098,3142
2098,1760
2098,3768
2098,2127
2098,1176
2098,1730
2098,2567
3619,3769
3619,3654
3619,3267
3405,1501
3405,2836
3405,2724
3405,1702
3405,2624
3405,2240
3405,1132
3405,3120
3405,2723
3405,2854
3405,2513
3405,397
3405,2359
1917,372
1917,198
1917,3367
1917,617
1037,372
1037,1801
1037,2175
1037,2387
1037,3358
1037,3050
335,74
335,2249
335,790
335,1033
335,839
335,2086
335,686
335,739
335,2396
335,3204
335,3222
335,203
335,1371
335,1333
335,476
335,1974
335,268
335,141
335,1959
560,584
560,1215
560,885
560,1939
560,516
1512,2061
1512,1105
1512,3647
1512,3553
1512,1780
1512,1769
1512,1644
1512,734
1512,304
1512,3076
1512,2055
1512,1009
1512,2109
1512,2198
1512,2263
1512,817
1512,2888
1512,1404
1512,3547
1512,1666
1512,3156
1512,778
1512,1235
3346,3275
3346,3510
502,1520
502,905
502,832
502,155
502,1135
502,972
502,1230
502,393
502,887
502,756
502,109
502,1996
502,891
502,2190
502,388
502,2718
102,3631
102,1670
102,859
102,3195
102,2638
102,764
102,1976
102,2007
102,2246
102,3777
102,1149
102,2444
102,132
102,1255
102,777
102,2363
102,835
102,1067
102,1173
102,878
102,2498
102,12
102,1472
102,2985
102,2054
102,3876
2718,1819
2718,1412
2718,921
2718,1788
2718,388
2718,905
2718,155
2718,1466
2718,393
2718,538
2718,989
2718,1469
2718,1650
2718,2190
2718,762
2718,2010
2718,502
2718,3184
2873,1127
2873,694
2873,490
2873,755
2873,2084
2873,3429
2873,977
2873,435
2873,1034
2873,1506
2873,237
2873,1290
2873,1315
2873,245
2873,2809
2873,3580
2873,2721
2873,1610
2873,3210
2873,1605
2873,1657
2873,38
2873,2393
2873,624
3771,1378
3771,3806
3771,2633
3771,3077
3771,2184
3771,2375
3771,1271
3771,344
3771,813
3771,8
3771,2931
572,140
572,2164
572,2959
572,2271
572,3175
572,3574
572,3598
572,1125
572,1732
572,2529
572,3246
572,278
572,1206
572,238
572,1079
572,2782
402,804
402,3357
402,228
402,2824
402,460
402,2096
402,1866
402,3674
402,3119
402,2977
402,2632
402,2695
402,1468
402,2861
402,2383
402,757
402,405
402,758
402,1335
402,2435
930,1013
930,517
930,1743
930,795
930,1110
930,621
930,2186
930,2457
930,2332
930,3152
930,1410
930,2254
930,2296
930,667
930,470
930,1459
930,1750
930,1882
930,2715
808,1135
808,1230
808,1740
808,3252
808,1996
808,1576
808,958
808,388
808,2364
808,745
808,989
808,1573
808,1466
808,762
2037,715
2037,3350
2037,3435
2037,2421
2037,497
2037,478
2037,927
2037,168
2037,771
2037,2852
2037,3114
2037,66
2037,2472
2037,415
2037,1708
2037,1448
2037,3778
2037,1365
2037,936
2037,2981
2362,3452
2362,535
2362,3811
2362,3665
2362,2321
2362,2183
2362,2925
2362,3562
2362,1051
2362,3283
2362,2293
2362,120
2362,2127
2362,10
2362,2567
1249,3743
1272,1862
1272,51
1272,3198
1272,3858
1272,3448
1272,3819
1272,589
1272,1661
1272,2090
1272,1143
1272,1509
3706,3085
3706,652
3706,802
3706,1282
3706,2639
3706,938
1080,2743
1080,744
1080,1693
1080,2604
1080,110
1080,2917
1080,3512
1080,994
2172,1070
2172,1847
2172,3203
2172,716
2172,7
3024,537
3024,3459
3024,1020
3024,3245
3024,348
3024,130
3024,2917
3024,42
437,681
437,1059
437,2350
437,122
437,883
437,3789
437,2691
437,699
437,954
437,46
437,2450
437,526
437,2649
437,3048
437,890
437,143
437,2966
437,1591
437,294
437,1629
437,3193
437,1308
683,2241
683,1851
683,917
683,3597
683,1386
683,1092
683,2542
2153,868
2153,2159
2153,2123
2153,2472
2153,2145
1056,1044
1056,1762
1056,2550
1056,1481
1056,3408
1056,823
1056,2378
1056,822
1056,634
1056,1234
1056,1975
1056,3737
1056,1714
1056,331
1056,1260
1056,1007
1056,1944
1056,394
1056,928
1056,1635
1056,2829
1056,1070
1056,3028
693,1592
693,1686
693,1022
693,3065
693,2964
693,1991
693,3615
693,3019
693,3258
693,2701
693,3584
693,2854
693,2513
693,675
693,3240
693,3431
693,3750
693,1263
693,2723
693,2724
693,2624
693,1157
693,1517
1820,1993
1820,768
1820,36
1820,428
1820,941
1820,3540
1820,1889
1820,1171
1442,42
1442,44
1442,1451
1442,3869
1442,1020
1442,2575
1442,2197
1442,320
1442,1693
1442,1166
1442,1629
1442,2031
1442,414
1442,2087
2261,3072
2261,2872
2261,3443
2261,752
2261,3308
19,841
19,523
19,1071
19,1424
19,169
19,2811
19,846
19,671
19,548
19,3590
19,1623
19,793
19,1793
19,269
19,1600
19,2411
19,244
19,42
19,73
19,3862
19,1113
19,1947
19,2650
647,1348
647,82
647,3239
647,328
647,105
3123,685
3123,2629
3123,2825
3123,1845
3123,3025
3123,288
3123,3537
1439,1451
1439,688
1439,1595
1439,641
1439,1014
1439,1229
1439,1377
1439,242
1439,186
1439,1295
1439,2649
1439,491
1439,1791
1507,193
1507,1033
1507,3204
1507,987
1507,2179
1507,2951
1507,59
3487,3179
3487,2384
3487,3337
3487,26
3487,3662
3487,1713
3487,2867
3487,234
3487,848
3487,1544
3487,2965
3487,508
3487,1275
3487,1347
3487,649
3487,3528
3487,1523
3073,1070
3073,994
3073,1975
3073,1748
3073,2719
3073,107
3073,2773
3073,2829
3073,2242
3073,822
3073,1044
3073,1481
3073,259
3073,1951
3073,1519
285,32
285,528
285,78
285,3546
285,2729
